f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,yT,yM,yW,source,family
66.00798088137822,2.656327384992564,7.215066138656373,0.06346525998598243,0.0,2.9193302260871388,4.055858545958538,1.599418058469798,0.7424714521877185,2.995436143892656,0.06,0.0,0.0,8.28660639788779,7.126088711428103,0.0007284136942580873,23.762873117296152,0.35393948024970734,0.0030082132223108187,0.0,0.11444418410103077,0.36983088386174817,0.11782357501951063,0.0,0.0,0.0,0.03872757368740948,0.02778323174976349,0.051985661976792906,14.966876743234607,4.525547270918571,1.8,augmented,SYN
66.00181463101096,1.1305434407629749,7.594879756111894,0.5890527519328945,0.6800805796109545,0.42006086174627894,4.412174941788475,0.5616259117751512,1.1817401216847736,2.7683505133958533,0.05999999999999999,0.48104371685790626,0.0,1.1211866416767042,9.31255970150404,0.0020076234305066165,23.760653267163946,0.3013660372527493,0.008418966157217954,0.03683562113500639,0.0,0.3593961953983055,0.04039979388898492,0.01668654760589831,0.030464282313258425,0.004355293871979747,0.0,0.008028889572693099,0.0,16.05508483591631,4.138909986520602,1.8,augmented,SYN
66.00000000000001,0.3598276160614054,6.0816182285817515,0.30503579846811596,0.0,0.32823559138274605,2.6018674926681093,1.0195115788406486,0.0,1.471620755335092,0.0480057461312865,0.8815776593504432,0.0,2.413588805300715,0.3795004538216961,0.001057632148044026,23.76,0.19489630519073153,0.003647242601071345,0.0,0.00444112721923523,0.035204057225645125,0.1169616728425158,0.0,0.0,0.0,0.026006600833359456,0.0,0.0,19.36177757553675,2.5069391479685312,3.0602585759078913,augmented,SYN
66.03107690766763,0.40392879855555786,10.946265889990057,0.06831524510894571,0.0,1.7955649782995569,0.7343888849211664,0.3244974142674921,0.0,2.2187226607271953,0.06,0.0,0.0,4.471386535485051,4.6023025678250775,0.0019564340820089118,23.771187686760346,0.2775964069546392,0.007675694319690486,0.0,0.22604868496292782,0.05447753014554262,0.024071466808495576,0.0,0.0,0.0,0.0,0.0,0.01725121787942183,14.691565394389919,3.604984587998581,2.7,augmented,SYN
66.0,0.15636394711246737,9.499549614359205,0.40505931466751277,0.0,1.306638344108843,0.0,2.135582268431187,0.43781905191490866,1.8659858108606318,0.06436420785089059,0.832044928382734,3.4400068364742826,0.20000000000000004,0.0,0.0010625613710273192,23.759999999999998,0.23342001986748234,0.003862645189053417,0.0,0.11561444723254617,0.0,0.2372644408926585,0.0,0.0,0.0,0.0,0.02850767192035385,0.0,15.060810023033374,3.6716635846468413,2.101531925563579,augmented,SYN
66.0,1.0125702531234664,8.50479748315848,0.4059430934896131,0.0,3.75565504087961,1.7600048400798443,2.401715115442259,0.3380562024987731,1.7193139538230964,0.06,0.5129156962518403,0.0,2.710564445027653,3.9754342740717665,0.0018238428506732996,23.759999999999998,0.28939775563575976,0.007315921618952092,0.0,0.3439408512781912,0.15397513318345138,0.21725881436218727,0.0,0.0,0.0,0.06077965783557292,0.09413987671303985,0.05470169205201563,16.894141941055654,2.778648333580257,2.2525726731633884,augmented,SYN
66.01776121918112,1.203853106028991,0.7682101238572092,0.4317695420617228,0.9093819689764514,0.8340903182461888,2.769929646694237,1.557155340902058,0.8121331784155592,1.484210061831716,0.07035906657629376,0.8080071929509128,2.020017982377282,1.7478563673192817,4.514752645742796,0.0017473498884900231,23.766394038905204,0.2151995544260472,0.006261832537871456,0.04867150456462521,0.04464178103016723,0.02323387475335925,0.024052412346296025,0.05284547739099428,0.027503499516610568,0.02847245749416053,0.025226366309543193,0.026115100081966127,0.0410473371852212,13.126366183462633,3.697174456040771,2.022084236387918,augmented,SYN
66.09255760984948,0.6554445652852636,10.117738083590783,0.3876619538747198,6.388803275190618,0.0,0.45734348396214186,1.1844130258314656,0.0,2.258792399516895,0.06,0.0,2.8243695231365717,6.907704431444747,3.0108446027507676,0.0012818905041155244,23.793320739545813,0.33632748326132333,0.00543269892235421,0.6525266651885614,0.0,0.05369662279047742,0.09064335133719438,0.0,0.030809537666667365,0.06883640014592732,0.0,0.0,0.0,14.63851691840934,4.091933021969419,3.1900108756737233,augmented,SYN
66.0,0.1772456815462422,7.452451465255805,0.5211664194046157,0.0,0.0,0.0,1.989908564128359,0.395000418624889,1.710091435871641,0.06842922049322414,0.0,1.811928525802243,0.2,0.0,0.0010098713172018673,23.759999999999998,0.17523182954191663,0.0034367119762716636,0.0,0.0,0.0,0.18468626214133405,0.0,0.0,0.0,0.0,0.0,0.0,15.805361618259802,2.9644786909819625,2.5152230209654234,augmented,SYN
66.00000000000001,1.214695378690724,7.444130776636596,0.4995947528883561,1.8196510550370149,0.0,0.0,2.5441307766365955,0.0,1.7441307766365957,0.054413077663659534,0.4035661745824667,1.5133731546842502,0.20000000000000004,0.0,0.0012906028928912207,23.76,0.20683571256154512,0.004637650212070883,0.15439772834079835,0.0,0.0,0.22659038781777152,0.0,0.0,0.056144628487563034,0.0,0.0,0.0,13.709944326675636,3.8529319547865533,2.375705752567661,augmented,SYN
